domain_id,domain_name,domain_weight,task_id,task_title,requirement_id,knowledge_or_skill,requirement_type,canonical_paths,evidence_headings,coverage_status,current_depth,required_depth,missing_architecture_elements,missing_tradeoffs,priority,recommended_action,target_path,notes
3,Design High-Performing Architectures,24%,3.1,Determine high-performing storage solutions,SAA-3.1-07,"Match throughput, IOPS, latency, and durability requirements",skill,05-storage/amazon-fsx-for-lustre/01-overview.md; 04-compute/amazon-ec2/07-placement-groups.md; 05-storage/amazon-ebs/01-overview.md,2. High throughput and low latency; Network Latency; Provisioned IOPS SSD,complete,architecture-and-design,architecture-and-design,none,none,P3,no-action,05-storage/amazon-fsx-for-lustre/01-overview.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
3,Design High-Performing Architectures,24%,3.2,Design high-performing and elastic compute,SAA-3.2-01,compute selection,knowledge,04-compute/amazon-ec2/07-placement-groups.md; 04-compute/amazon-ec2/02-study-guide.md; 04-compute/amazon-ec2/03-reserved-instances.md,SAP Point 11: Interaction with Instance Type Selection; 🖥️ Amazon EC2 Purchasing & Billing Options; 💡 EC2 Reserved Instances (RI) — Standard vs Convertible,partial,scenario-ready,architecture-and-design,"Decision criteria, integration, failure behavior, and scenario application","Cost, performance, security, resilience, and operational trade-offs",P2,expand-existing-lesson,04-compute/amazon-ec2/07-placement-groups.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
3,Design High-Performing Architectures,24%,3.2,Design high-performing and elastic compute,SAA-3.2-02,instance families and sizing,knowledge,04-compute/amazon-ec2/03-reserved-instances.md; 04-compute/amazon-ec2/07-placement-groups.md; 12-billing-pricing-and-support/customer-enablement/aws-recommendation-resources/01-study-guide.md,💡 EC2 Reserved Instances (RI) — Standard vs Convertible; SAP Point 11: Interaction with Instance Type Selection; AWS Recommendation Services — Complete Study Guide,wrong-depth,intermediate,architecture-and-design,"Decision criteria, integration, failure behavior, and scenario application","Cost, performance, security, resilience, and operational trade-offs",P1,expand-existing-lesson,04-compute/amazon-ec2/03-reserved-instances.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
3,Design High-Performing Architectures,24%,3.2,Design high-performing and elastic compute,SAA-3.2-03,Auto Scaling,knowledge,04-compute/amazon-ec2/07-placement-groups.md; 04-compute/amazon-ec2/03-reserved-instances.md; 04-compute/aws-batch/01-overview.md,SAP Point 9: Auto Scaling with Placement Groups; 💡 EC2 Reserved Instances (RI) — Standard vs Convertible; Automatic scaling,partial,scenario-ready,architecture-and-design,"Decision criteria, integration, failure behavior, and scenario application","Cost, performance, security, resilience, and operational trade-offs",P2,expand-existing-lesson,04-compute/amazon-ec2/07-placement-groups.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
3,Design High-Performing Architectures,24%,3.2,Design high-performing and elastic compute,SAA-3.2-04,load balancing,knowledge,04-compute/amazon-ec2/07-placement-groups.md; 04-compute/ec2-auto-scaling/01-target-tracking-scaling.md; 04-compute/aws-elastic-beanstalk/01-overview.md,SAP Point 6: Large Distributed Workload Design; 4. Handling workloads with unpredictable demand; 5. Load balancing support,partial,scenario-ready,architecture-and-design,"Decision criteria, integration, failure behavior, and scenario application","Cost, performance, security, resilience, and operational trade-offs",P2,expand-existing-lesson,04-compute/amazon-ec2/07-placement-groups.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
3,Design High-Performing Architectures,24%,3.2,Design high-performing and elastic compute,SAA-3.2-05,containers and serverless,knowledge,04-compute/aws-batch/01-overview.md; 04-compute/amazon-ec2/01-overview.md; 04-compute/aws-fargate/01-overview.md,Supports containers; Trap 1 Confusing EC2 with serverless services; 1. Serverless for containers,partial,architecture-and-design,architecture-and-design,"Decision criteria, integration, failure behavior, and scenario application","Cost, performance, security, resilience, and operational trade-offs",P2,expand-existing-lesson,04-compute/aws-batch/01-overview.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
3,Design High-Performing Architectures,24%,3.2,Design high-performing and elastic compute,SAA-3.2-06,Select compute for workload characteristics,skill,04-compute/amazon-ec2/07-placement-groups.md; 12-billing-pricing-and-support/customer-enablement/aws-recommendation-resources/01-study-guide.md; 12-billing-pricing-and-support/aws-savings-plans/02-study-guide.md,SAP Point 6: Large Distributed Workload Design; Fixed Characteristics; Key Characteristics,complete,scenario-ready,architecture-and-design,none,none,P3,no-action,04-compute/amazon-ec2/07-placement-groups.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
3,Design High-Performing Architectures,24%,3.2,Design high-performing and elastic compute,SAA-3.2-07,Design elastic capacity,skill,04-compute/amazon-ec2/07-placement-groups.md; 04-compute/aws-batch/01-overview.md; 04-compute/aws-elastic-beanstalk/01-overview.md,SAP Point 8: Capacity Errors and Placement Failures; AWS Batch; AWS Elastic Beanstalk,partial,scenario-ready,architecture-and-design,"Decision criteria, integration, failure behavior, and scenario application","Cost, performance, security, resilience, and operational trade-offs",P2,expand-existing-lesson,04-compute/amazon-ec2/07-placement-groups.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
3,Design High-Performing Architectures,24%,3.2,Design high-performing and elastic compute,SAA-3.2-08,Choose scaling metrics and policies,skill,12-billing-pricing-and-support/customer-enablement/aws-recommendation-resources/01-study-guide.md; 04-compute/amazon-ec2/03-reserved-instances.md; 04-compute/aws-batch/01-overview.md,AWS Recommendation Services — Complete Study Guide; 💡 EC2 Reserved Instances (RI) — Standard vs Convertible; Automatic scaling,complete,scenario-ready,architecture-and-design,none,none,P3,no-action,12-billing-pricing-and-support/customer-enablement/aws-recommendation-resources/01-study-guide.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
3,Design High-Performing Architectures,24%,3.3,Determine high-performing database solutions,SAA-3.3-01,relational and nonrelational selection,knowledge,06-databases/amazon-aurora/02-provisioned.md; 06-databases/amazon-aurora/03-serverless.md; 06-databases/amazon-elasticache/01-overview.md,5. Relational database workloads; 4. Relational database engine; Amazon ElastiCache,partial,architecture-and-design,architecture-and-design,"Decision criteria, integration, failure behavior, and scenario application","Cost, performance, security, resilience, and operational trade-offs",P2,expand-existing-lesson,06-databases/amazon-aurora/02-provisioned.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
3,Design High-Performing Architectures,24%,3.3,Determine high-performing database solutions,SAA-3.3-02,read scaling,knowledge,06-databases/amazon-aurora/02-provisioned.md; 06-databases/amazon-elasticache/01-overview.md; 06-databases/amazon-aurora/01-overview.md,3. Applications that need read scaling; 2. Reduce database read load; 4. Read replicas,partial,architecture-and-design,architecture-and-design,"Decision criteria, integration, failure behavior, and scenario application","Cost, performance, security, resilience, and operational trade-offs",P2,expand-existing-lesson,06-databases/amazon-aurora/02-provisioned.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
3,Design High-Performing Architectures,24%,3.3,Determine high-performing database solutions,SAA-3.3-03,caching,knowledge,06-databases/amazon-elasticache/01-overview.md; 15-comparisons-and-decision-guides/storage/02-storage-gateway-family.md; 08-serverless-and-application-integration/amazon-api-gateway/01-overview.md,Amazon ElastiCache; AWS Storage Gateway vs AWS File Gateway; 8. Caching support,mention-only,mention-only,architecture-and-design,"Decision criteria, integration, failure behavior, and scenario application","Cost, performance, security, resilience, and operational trade-offs",P2,expand-existing-lesson,06-databases/amazon-elasticache/01-overview.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
3,Design High-Performing Architectures,24%,3.3,Determine high-performing database solutions,SAA-3.3-04,serverless databases,knowledge,06-databases/amazon-aurora/02-provisioned.md; 06-databases/amazon-aurora/01-overview.md; 06-databases/README.md,2. It tests provisioned vs serverless understanding; 8. Serverless option; Databases,partial,architecture-and-design,architecture-and-design,"Decision criteria, integration, failure behavior, and scenario application","Cost, performance, security, resilience, and operational trade-offs",P2,expand-existing-lesson,06-databases/amazon-aurora/02-provisioned.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
3,Design High-Performing Architectures,24%,3.3,Determine high-performing database solutions,SAA-3.3-05,database migration,knowledge,12-billing-pricing-and-support/aws-support/02-support-plans.md; 04-compute/amazon-ec2/02-study-guide.md; 12-billing-pricing-and-support/aws-savings-plans/02-study-guide.md,AWS Support plans; 🖥️ Amazon EC2 Purchasing & Billing Options; 3️⃣ DATABASE SAVINGS PLANS,partial,architecture-and-design,architecture-and-design,"Decision criteria, integration, failure behavior, and scenario application","Cost, performance, security, resilience, and operational trade-offs",P2,expand-existing-lesson,12-billing-pricing-and-support/aws-support/02-support-plans.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
3,Design High-Performing Architectures,24%,3.3,Determine high-performing database solutions,SAA-3.3-06,Choose database engines,skill,06-databases/amazon-aurora/02-provisioned.md; 06-databases/amazon-aurora/03-serverless.md; 06-databases/amazon-aurora/01-overview.md,4. Teams that want control over database size; 4. Relational database engine; Aurora vs self-managed database on EC2,complete,architecture-and-design,architecture-and-design,none,none,P3,no-action,06-databases/amazon-aurora/02-provisioned.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
3,Design High-Performing Architectures,24%,3.3,Determine high-performing database solutions,SAA-3.3-07,"Design replicas, caches, and partitions",skill,06-databases/amazon-elasticache/01-overview.md; 04-compute/amazon-ec2/07-placement-groups.md; 06-databases/amazon-aurora/02-provisioned.md,3. Confusing ElastiCache with RDS read replicas; How Partitions Work; 5. Read scaling with replicas,partial,architecture-and-design,architecture-and-design,"Decision criteria, integration, failure behavior, and scenario application","Cost, performance, security, resilience, and operational trade-offs",P2,expand-existing-lesson,06-databases/amazon-elasticache/01-overview.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
3,Design High-Performing Architectures,24%,3.3,Determine high-performing database solutions,SAA-3.3-08,Match consistency and performance needs,skill,04-compute/amazon-ec2/07-placement-groups.md; 10-monitoring-management-and-deployment/aws-codepipeline/01-overview.md; 05-storage/amazon-fsx-for-lustre/01-overview.md,SAP Point 5: Performance Design; AWS CodePipeline – README Study Note; 2. High performance computing (HPC),partial,scenario-ready,architecture-and-design,"Decision criteria, integration, failure behavior, and scenario application","Cost, performance, security, resilience, and operational trade-offs",P2,expand-existing-lesson,04-compute/amazon-ec2/07-placement-groups.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
3,Design High-Performing Architectures,24%,3.4,Determine high-performing network architectures,SAA-3.4-01,VPC design,knowledge,07-networking-and-content-delivery/networking-guide/01-cloud-practitioner-study-guide.md; 07-networking-and-content-delivery/amazon-vpc/03-flow-logs.md; 07-networking-and-content-delivery/amazon-route-53/01-overview.md,2. VPC to the internet; AWS VPC Flow Logs; 6. Providing internal DNS inside VPCs,partial,architecture-and-design,architecture-and-design,"Decision criteria, integration, failure behavior, and scenario application","Cost, performance, security, resilience, and operational trade-offs",P2,expand-existing-lesson,07-networking-and-content-delivery/networking-guide/01-cloud-practitioner-study-guide.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
3,Design High-Performing Architectures,24%,3.4,Determine high-performing network architectures,SAA-3.4-02,hybrid connectivity,knowledge,07-networking-and-content-delivery/networking-guide/01-cloud-practitioner-study-guide.md; 07-networking-and-content-delivery/amazon-vpc/06-customer-gateway.md; 07-networking-and-content-delivery/amazon-vpc/07-virtual-private-gateway.md,1. The mental model: the six main connectivity situations; 3. Building a hybrid cloud environment; 2. Hybrid cloud setup,partial,architecture-and-design,architecture-and-design,"Decision criteria, integration, failure behavior, and scenario application","Cost, performance, security, resilience, and operational trade-offs",P2,expand-existing-lesson,07-networking-and-content-delivery/networking-guide/01-cloud-practitioner-study-guide.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
3,Design High-Performing Architectures,24%,3.4,Determine high-performing network architectures,SAA-3.4-03,DNS and routing,knowledge,07-networking-and-content-delivery/networking-guide/01-cloud-practitioner-study-guide.md; 07-networking-and-content-delivery/amazon-route-53/01-overview.md; 07-networking-and-content-delivery/aws-global-accelerator/02-static-ip-addresses.md,AWS Networking – Complete Cloud Practitioner Study Guide; 2. Managing DNS records; AWS Global Accelerator Static IPs,partial,architecture-and-design,architecture-and-design,"Decision criteria, integration, failure behavior, and scenario application","Cost, performance, security, resilience, and operational trade-offs",P2,expand-existing-lesson,07-networking-and-content-delivery/networking-guide/01-cloud-practitioner-study-guide.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
3,Design High-Performing Architectures,24%,3.4,Determine high-performing network architectures,SAA-3.4-04,edge delivery,knowledge,07-networking-and-content-delivery/aws-global-accelerator/02-static-ip-addresses.md; 07-networking-and-content-delivery/aws-global-accelerator/01-overview.md; 07-networking-and-content-delivery/amazon-cloudfront/01-overview.md,AWS Global Accelerator Static IPs; AWS Global Accelerator; Amazon CloudFront,wrong-depth,intermediate,architecture-and-design,"Decision criteria, integration, failure behavior, and scenario application","Cost, performance, security, resilience, and operational trade-offs",P1,expand-existing-lesson,07-networking-and-content-delivery/aws-global-accelerator/02-static-ip-addresses.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
3,Design High-Performing Architectures,24%,3.4,Determine high-performing network architectures,SAA-3.4-05,network performance,knowledge,07-networking-and-content-delivery/networking-guide/01-cloud-practitioner-study-guide.md; 07-networking-and-content-delivery/amazon-route-53/01-overview.md; 07-networking-and-content-delivery/aws-global-accelerator/02-static-ip-addresses.md,AWS Networking – Complete Cloud Practitioner Study Guide; Amazon Route 53; 3. Better performance for global users,partial,architecture-and-design,architecture-and-design,"Decision criteria, integration, failure behavior, and scenario application","Cost, performance, security, resilience, and operational trade-offs",P2,expand-existing-lesson,07-networking-and-content-delivery/networking-guide/01-cloud-practitioner-study-guide.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
3,Design High-Performing Architectures,24%,3.4,Determine high-performing network architectures,SAA-3.4-06,Design subnets and routing,skill,07-networking-and-content-delivery/networking-guide/01-cloud-practitioner-study-guide.md; 07-networking-and-content-delivery/amazon-vpc/08-nat-gateway.md; 13-architecture-and-design-patterns/transport-layer-security/01-ssl-termination.md,AWS Networking – Complete Cloud Practitioner Study Guide; 2. App servers in private subnets calling external APIs; 16.5 Better Routing Decisions,partial,architecture-and-design,architecture-and-design,"Decision criteria, integration, failure behavior, and scenario application","Cost, performance, security, resilience, and operational trade-offs",P2,expand-existing-lesson,07-networking-and-content-delivery/networking-guide/01-cloud-practitioner-study-guide.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
3,Design High-Performing Architectures,24%,3.4,Determine high-performing network architectures,SAA-3.4-07,"Choose VPN, Direct Connect, Transit Gateway, and peering",skill,07-networking-and-content-delivery/networking-guide/01-cloud-practitioner-study-guide.md; 12-billing-pricing-and-support/aws-billing-and-cost-management/03-data-transfer-costs.md; 15-comparisons-and-decision-guides/networking/02-vpc-connectivity-options.md,1. The mental model: the six main connectivity situations; 1. Charges depend on traffic direction; VPC Endpoint vs VPC Peering vs AWS Transit Gateway,complete,architecture-and-design,architecture-and-design,none,none,P3,no-action,07-networking-and-content-delivery/networking-guide/01-cloud-practitioner-study-guide.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
3,Design High-Performing Architectures,24%,3.4,Determine high-performing network architectures,SAA-3.4-08,Select CloudFront or Global Accelerator,skill,07-networking-and-content-delivery/amazon-route-53/01-overview.md; 07-networking-and-content-delivery/aws-global-accelerator/02-static-ip-addresses.md; 07-networking-and-content-delivery/aws-global-accelerator/01-overview.md,7. Global service; AWS Global Accelerator Static IPs; AWS Global Accelerator,complete,architecture-and-design,architecture-and-design,none,none,P3,no-action,07-networking-and-content-delivery/amazon-route-53/01-overview.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
3,Design High-Performing Architectures,24%,3.5,Determine high-performing data ingestion and transformation,SAA-3.5-01,streaming and batch ingestion,knowledge,14-ai-ml-analytics-and-other-services/analytics/amazon-emr/01-overview.md; 14-ai-ml-analytics-and-other-services/analytics/amazon-kinesis-video-streams/01-overview.md; 15-comparisons-and-decision-guides/analytics/01-emr-vs-redshift.md,4. Batch analytics; Trap 2 Choosing S3 alone for live video ingestion; Amazon EMR vs Amazon Redshift,partial,architecture-and-design,architecture-and-design,"Decision criteria, integration, failure behavior, and scenario application","Cost, performance, security, resilience, and operational trade-offs",P2,expand-existing-lesson,14-ai-ml-analytics-and-other-services/analytics/amazon-emr/01-overview.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
3,Design High-Performing Architectures,24%,3.5,Determine high-performing data ingestion and transformation,SAA-3.5-02,data transformation,knowledge,14-ai-ml-analytics-and-other-services/analytics/aws-glue/01-overview.md; 12-billing-pricing-and-support/aws-support/02-support-plans.md; 14-ai-ml-analytics-and-other-services/analytics/amazon-emr/01-overview.md,2. Preparing data for analytics; AWS Support plans; 1. Big data processing,wrong-depth,intermediate,architecture-and-design,"Decision criteria, integration, failure behavior, and scenario application","Cost, performance, security, resilience, and operational trade-offs",P1,expand-existing-lesson,14-ai-ml-analytics-and-other-services/analytics/aws-glue/01-overview.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
3,Design High-Performing Architectures,24%,3.5,Determine high-performing data ingestion and transformation,SAA-3.5-03,data lakes and warehouses,knowledge,14-ai-ml-analytics-and-other-services/analytics/amazon-quicksight/01-overview.md; 14-ai-ml-analytics-and-other-services/analytics/amazon-emr/01-overview.md; 14-ai-ml-analytics-and-other-services/analytics/aws-glue/01-overview.md,2. Analyze data from many sources; 1. Big data processing; 2. Preparing data for analytics,wrong-depth,awareness,architecture-and-design,"Decision criteria, integration, failure behavior, and scenario application","Cost, performance, security, resilience, and operational trade-offs",P1,expand-existing-lesson,14-ai-ml-analytics-and-other-services/analytics/amazon-quicksight/01-overview.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
3,Design High-Performing Architectures,24%,3.5,Determine high-performing data ingestion and transformation,SAA-3.5-04,analytics stores,knowledge,14-ai-ml-analytics-and-other-services/analytics/amazon-emr/01-overview.md; 14-ai-ml-analytics-and-other-services/analytics/amazon-redshift/01-overview.md; 14-ai-ml-analytics-and-other-services/analytics/aws-glue/01-overview.md,4. Batch analytics; 2. Data analytics on terabytes or petabytes of data; 2. Preparing data for analytics,partial,architecture-and-design,architecture-and-design,"Decision criteria, integration, failure behavior, and scenario application","Cost, performance, security, resilience, and operational trade-offs",P2,expand-existing-lesson,14-ai-ml-analytics-and-other-services/analytics/amazon-emr/01-overview.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
3,Design High-Performing Architectures,24%,3.5,Determine high-performing data ingestion and transformation,SAA-3.5-05,transfer services,knowledge,14-ai-ml-analytics-and-other-services/business-applications/amazon-connect/01-overview.md; 07-networking-and-content-delivery/networking-guide/01-cloud-practitioner-study-guide.md; 12-billing-pricing-and-support/customer-enablement/aws-recommendation-resources/01-study-guide.md,Related AWS services and differences; 3. Private access from a VPC to AWS services; AWS Recommendation Services — Complete Study Guide,wrong-depth,awareness,architecture-and-design,"Decision criteria, integration, failure behavior, and scenario application","Cost, performance, security, resilience, and operational trade-offs",P1,expand-existing-lesson,14-ai-ml-analytics-and-other-services/business-applications/amazon-connect/01-overview.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
3,Design High-Performing Architectures,24%,3.5,Determine high-performing data ingestion and transformation,SAA-3.5-06,"Select Kinesis, Firehose, Glue, EMR, and Redshift",skill,14-ai-ml-analytics-and-other-services/analytics/amazon-emr/01-overview.md; 14-ai-ml-analytics-and-other-services/analytics/amazon-redshift/01-overview.md; 14-ai-ml-analytics-and-other-services/README.md,Amazon EMR; Amazon Redshift; Ai Ml Analytics And Other Services,complete,architecture-and-design,architecture-and-design,none,none,P3,no-action,14-ai-ml-analytics-and-other-services/analytics/amazon-emr/01-overview.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
3,Design High-Performing Architectures,24%,3.5,Determine high-performing data ingestion and transformation,SAA-3.5-07,"Design ingestion for volume, velocity, and format",skill,14-ai-ml-analytics-and-other-services/analytics/amazon-redshift/01-overview.md; 12-billing-pricing-and-support/customer-enablement/aws-recommendation-resources/01-study-guide.md; 05-storage/amazon-ebs/01-overview.md,Amazon Redshift; AWS Recommendation Services — Complete Study Guide; Boot volumes,wrong-depth,intermediate,architecture-and-design,"Decision criteria, integration, failure behavior, and scenario application","Cost, performance, security, resilience, and operational trade-offs",P1,expand-existing-lesson,14-ai-ml-analytics-and-other-services/analytics/amazon-redshift/01-overview.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
4,Design Cost-Optimized Architectures,20%,4.1,Design cost-optimized storage,SAA-4.1-01,storage classes,knowledge,05-storage/amazon-s3/01-overview.md; 05-storage/amazon-s3/02-storage-classes.md; 05-storage/amazon-s3/03-lifecycle-policies.md,🔐 Storage Classes (Very Important for Exam!); S3 Storage Classes; 1. Reducing storage cost,partial,architecture-and-design,architecture-and-design,"Decision criteria, integration, failure behavior, and scenario application","Cost, performance, security, resilience, and operational trade-offs",P2,expand-existing-lesson,05-storage/amazon-s3/01-overview.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
4,Design Cost-Optimized Architectures,20%,4.1,Design cost-optimized storage,SAA-4.1-02,lifecycle policies,knowledge,05-storage/amazon-s3/01-overview.md; 05-storage/amazon-s3/02-storage-classes.md; 05-storage/amazon-s3/03-lifecycle-policies.md,Amazon S3; S3 Lifecycle; Amazon S3 Lifecycle Policy,partial,architecture-and-design,architecture-and-design,"Decision criteria, integration, failure behavior, and scenario application","Cost, performance, security, resilience, and operational trade-offs",P2,expand-existing-lesson,05-storage/amazon-s3/01-overview.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
4,Design Cost-Optimized Architectures,20%,4.1,Design cost-optimized storage,SAA-4.1-03,retention,knowledge,05-storage/amazon-s3/02-storage-classes.md; 05-storage/aws-storage-gateway/01-overview.md; 05-storage/amazon-s3/03-lifecycle-policies.md,S3 Storage Classes; AWS Storage Gateway; Amazon S3 Lifecycle Policy,partial,architecture-and-design,architecture-and-design,"Decision criteria, integration, failure behavior, and scenario application","Cost, performance, security, resilience, and operational trade-offs",P2,expand-existing-lesson,05-storage/amazon-s3/02-storage-classes.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
4,Design Cost-Optimized Architectures,20%,4.1,Design cost-optimized storage,SAA-4.1-04,access patterns,knowledge,05-storage/amazon-s3/01-overview.md; 05-storage/amazon-s3/02-storage-classes.md; 05-storage/amazon-s3/03-lifecycle-policies.md,Amazon S3; Trap 2 choosing Glacier when immediate access is required; Amazon S3 Lifecycle Policy,partial,architecture-and-design,architecture-and-design,"Decision criteria, integration, failure behavior, and scenario application","Cost, performance, security, resilience, and operational trade-offs",P2,expand-existing-lesson,05-storage/amazon-s3/01-overview.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
4,Design Cost-Optimized Architectures,20%,4.1,Design cost-optimized storage,SAA-4.1-05,backup cost,knowledge,05-storage/amazon-ebs/01-overview.md; 05-storage/amazon-s3/01-overview.md; 05-storage/amazon-s3/02-storage-classes.md,Trap 3: “Backup of EBS”; Amazon S3; AWS Backup,partial,architecture-and-design,architecture-and-design,"Decision criteria, integration, failure behavior, and scenario application","Cost, performance, security, resilience, and operational trade-offs",P2,expand-existing-lesson,05-storage/amazon-ebs/01-overview.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
4,Design Cost-Optimized Architectures,20%,4.1,Design cost-optimized storage,SAA-4.1-06,Choose cost-effective storage,skill,05-storage/amazon-ebs/01-overview.md; 05-storage/amazon-s3/01-overview.md; 05-storage/amazon-s3/02-storage-classes.md,Block storage; 🔐 Storage Classes (Very Important for Exam!); S3 Storage Classes,complete,architecture-and-design,architecture-and-design,none,none,P3,no-action,05-storage/amazon-ebs/01-overview.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
4,Design Cost-Optimized Architectures,20%,4.1,Design cost-optimized storage,SAA-4.1-07,Automate tiering and expiration,skill,05-storage/amazon-s3/03-lifecycle-policies.md; 05-storage/amazon-s3/01-overview.md; 05-storage/amazon-s3/02-storage-classes.md,S3 Lifecycle vs S3 Intelligent-Tiering; Amazon S3; 2) S3 Intelligent-Tiering,wrong-depth,awareness,architecture-and-design,"Decision criteria, integration, failure behavior, and scenario application","Cost, performance, security, resilience, and operational trade-offs",P1,expand-existing-lesson,05-storage/amazon-s3/03-lifecycle-policies.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
4,Design Cost-Optimized Architectures,20%,4.1,Design cost-optimized storage,SAA-4.1-08,Balance retrieval and durability needs,skill,05-storage/amazon-s3/02-storage-classes.md; 05-storage/amazon-efs/01-overview.md; 04-compute/amazon-ec2/07-placement-groups.md,5) S3 Glacier Instant Retrieval; Amazon EFS; 🖥️ EC2 Placement Groups,complete,architecture-and-design,architecture-and-design,none,none,P3,no-action,05-storage/amazon-s3/02-storage-classes.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
4,Design Cost-Optimized Architectures,20%,4.2,Design cost-optimized compute,SAA-4.2-01,purchasing options,knowledge,04-compute/amazon-ec2/02-study-guide.md; 04-compute/amazon-ec2/03-reserved-instances.md; 04-compute/amazon-ec2/01-overview.md,🖥️ Amazon EC2 Purchasing & Billing Options; 8. RI Payment Options; 5. Different purchasing options,partial,architecture-and-design,architecture-and-design,"Decision criteria, integration, failure behavior, and scenario application","Cost, performance, security, resilience, and operational trade-offs",P2,expand-existing-lesson,04-compute/amazon-ec2/02-study-guide.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
4,Design Cost-Optimized Architectures,20%,4.2,Design cost-optimized compute,SAA-4.2-02,rightsizing,knowledge,04-compute/amazon-ec2/07-placement-groups.md; 12-billing-pricing-and-support/customer-enablement/aws-recommendation-resources/01-study-guide.md; 04-compute/amazon-ec2/02-study-guide.md,🖥️ EC2 Placement Groups; AWS Recommendation Services — Complete Study Guide; 🖥️ Amazon EC2 Purchasing & Billing Options,mention-only,mention-only,architecture-and-design,"Decision criteria, integration, failure behavior, and scenario application","Cost, performance, security, resilience, and operational trade-offs",P2,expand-existing-lesson,04-compute/amazon-ec2/07-placement-groups.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
4,Design Cost-Optimized Architectures,20%,4.2,Design cost-optimized compute,SAA-4.2-03,elasticity,knowledge,04-compute/aws-batch/01-overview.md; 04-compute/amazon-ec2/01-overview.md; 04-compute/amazon-ec2/07-placement-groups.md,AWS Batch; Trap 4 Forgetting elasticity; 🖥️ EC2 Placement Groups,partial,architecture-and-design,architecture-and-design,"Decision criteria, integration, failure behavior, and scenario application","Cost, performance, security, resilience, and operational trade-offs",P2,expand-existing-lesson,04-compute/aws-batch/01-overview.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
4,Design Cost-Optimized Architectures,20%,4.2,Design cost-optimized compute,SAA-4.2-04,serverless and containers,knowledge,04-compute/aws-batch/01-overview.md; 04-compute/amazon-ec2/01-overview.md; 04-compute/aws-fargate/01-overview.md,Supports containers; Trap 1 Confusing EC2 with serverless services; 1. Serverless for containers,partial,architecture-and-design,architecture-and-design,"Decision criteria, integration, failure behavior, and scenario application","Cost, performance, security, resilience, and operational trade-offs",P2,expand-existing-lesson,04-compute/aws-batch/01-overview.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
4,Design Cost-Optimized Architectures,20%,4.2,Design cost-optimized compute,SAA-4.2-05,license considerations,knowledge,04-compute/amazon-ec2/07-placement-groups.md; 04-compute/amazon-ec2/02-study-guide.md,SAP Point 7: Multi-AZ Considerations; 🖥️ Amazon EC2 Purchasing & Billing Options,partial,scenario-ready,architecture-and-design,"Decision criteria, integration, failure behavior, and scenario application","Cost, performance, security, resilience, and operational trade-offs",P2,expand-existing-lesson,04-compute/amazon-ec2/07-placement-groups.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
